text,target,label,start,end
"and now the National Environmental Protection Agency is going to Instal pollution reading machine was bought 300 , 000 $ from Austria",National Environmental Protection Agency,positive,3,7
Official Google Blog : Similar Images graduates from Google Labs http://t.co/Tstj0h4r,Google,neutral,1,2
Official Google Blog : Similar Images graduates from Google Labs http://t.co/Tstj0h4r,Google,neutral,8,9
Photo : Audi A4 Avant on Concept One Executive CS 10.0 Gun Metal on Flickr . Audi A4 Avant on Concept One ... http://t.co/5EJlCHQk,Audi,neutral,2,3
Photo : Audi A4 Avant on Concept One Executive CS 10.0 Gun Metal on Flickr . Audi A4 Avant on Concept One ... http://t.co/5EJlCHQk,Audi,neutral,16,17
"Warrior Fit Body Solution Boise , ID Half Off Regular Bootcamp http://t.co/ivu2uj8 Boise Health Clubs & Gyms #coupon",Warrior Fit Body Solution,positive,0,4
Environmental Protection agency to set limits on drinking water.http : //su.pr/2rLaZx,Environmental Protection agency,neutral,0,3
MPs claiming govt's Lokpal is sufficient to cure corruption shud ask Sonia whether Disprin was sufficient to cure her Cancer @janlokpal,Sonia,neutral,11,12
MPs claiming govt's Lokpal is sufficient to cure corruption shud ask Sonia whether Disprin was sufficient to cure her Cancer @janlokpal,Disprin,negative,13,14
bbcworl d: A search is under way for a suspected stowaway seen jumping from a ship in Portsmouth Harbour . http://bit.ly/ http://bgl.me/gco,bbcworl d:,neutral,0,2
WordPress Frugal Theme Coupon Code : Special Frugal Theme Discount : Save money with our new valid frugal theme coup ... http://bit.ly/9IwPzB,WordPress,neutral,0,1
Ron Mueck installation at GOMA Brisbane : http://t.co/7O4iiEyB,Ron Mueck,neutral,0,2
Ron Mueck installation at GOMA Brisbane : http://t.co/7O4iiEyB,GOMA,neutral,4,5
Have you visited and seen the Fashion Visionaries exhibit yet ? Check out the details here http://t.co/JtXjIBxP,Fashion Visionaries,neutral,6,8
"Â» ON ABURI WE STAN D: The Distortion of Accord , by Ojukwu | Vanguard Mobile http://t.co/mrcZ62sm via @vanguardngrnews",Ojukwu,neutral,12,13
"Â» ON ABURI WE STAN D: The Distortion of Accord , by Ojukwu | Vanguard Mobile http://t.co/mrcZ62sm via @vanguardngrnews",Vanguard,neutral,14,15
I'm not sold on Obama's jobs plan but this section is definitely worth a read http://t.co/mTMZQv7X via @TIMEMoneyland,Obama's,negative,4,5
"Mercury Isn't Just a Hazard for Young Children , It's a Health Risk for Adults Too | Frances Beinecke http://t.co/mss6YOhm",Frances Beinecke,neutral,17,19
Facebook is censoring some of people photos that deal with #OccupyWallStreet by blacking them out !,Facebook,negative,0,1
BBC News - Black Friday iTunes infected credit malware alert http://t.co/K3lO7cUt ( via @_tidings_ ),BBC News,neutral,0,2
Just spent the past 35 minutes helping Gpa Roger create a facebook .... lord help us all,Gpa Roger,neutral,7,9
time to test :) RT : @kkowalcz : Show some augmented reality love for @ARNav_EU and download just launched Android app ! http://t.co/xDsoS5VB,Android,positive,19,20
Steve Jobs was the fusion of two great American forces - personal actualization and a free market : http://t.co/NfYeeRuN,Steve Jobs,positive,0,2
russell your fucking retarded xddd â?? retar d: propane is russellered http://4ms.me/e5zE3X,russell,negative,0,1
As I always do I ask your help again in prayer for Earl's quick return to me . I can not give ... http://t.co/0Ge0SEKy,Earl's,neutral,12,13
I uploaded a @YouTube video http://t.co/ArPZN4ry Hanging out at Adam's birthday party,Adam's,positive,9,10
@Mohammad_Syria please RT : Rally for #Syria tomorrow in #NYC by the UN at 1pm . Come support those Syrians literally dying for freedom !!,UN,neutral,12,13
@Amala_ams Vikatan Cover awesome Cant sleep Today what can i do,Vikatan,neutral,1,2
HD fm - 104.2 FM Amman - Listen Online http://t.co/O1xMwuA,104.2 FM,neutral,3,5
"Forever remembered , never forgotten . Whitney Houston , You Give Good Love ! R.I.P",Whitney Houston,positive,6,8
â??1937 . Tank capacity industry of the USSR - 70 THOUSAND tanks a year . SOURCE : Vitaly Shlykov . http://on.fb.me/gKlU8Y,Vitaly Shlykov,neutral,17,19
Check this video out -- Kinky - A Donde Van Los Muertos [ Official Music Video ] http://t.co/wl7fJKCL via @youtube,Kinky,neutral,5,6
"""Time Warner , one of the largest media companies in the world , is paid a fee with the sale of each mask , as it owns the rights to the image""","""Time Warner",neutral,0,2
http://t.co/M6Cg2GN5 Occupy protests swell nationwide ; scores arrested 2,Occupy protests,neutral,1,3
"US help for farm hubs ( The Telegraph India ): New Delhi , Dec . 20 : USAID will help India to set up 30 agriculture ... http://t.co/GkZFm08m",USAID,neutral,17,18
If God had wanted people to be naked we would have been born that way ! ~ Quote by Archie Bunker from All in the Family,Archie Bunker,neutral,19,21
Check this video out -- Coca Cola Content 2020 Part One http://t.co/Vn2XJ95D via @youtube,Coca Cola,neutral,5,7
"@DANIELSARCOSC my greetings dany !!! success in everything you set out , keep going ! kisses ...",dany,positive,3,4
"@rascalflatts @JayDeMarcus @JoeDonRooney when u will put ""EASY"" video on youtube ? I can't see it on cmt.com 'cause i'm from another country : (",youtube,neutral,10,11
Cars ! Top Speed !!! : BMW 750i Top Speed 260 km/h ( 160 m/h ) . : http://bit.ly/7z9PMo,BMW,positive,6,7
NYTime s: U.S . Clears Art Project by Christo in Colorado http://t.co/FHazF16V,NYTime s:,neutral,0,2
NYTime s: U.S . Clears Art Project by Christo in Colorado http://t.co/FHazF16V,Christo,neutral,8,9
â?? @ philo_quote s: The greatest wealth is to live content with little . ~ Plato â??,Plato,neutral,15,16
david guetta one love is the best composed album of 2010-2011,david guetta,positive,0,2
October 1st is the Release Date for Los Buitre Inc . MixTape Produced by DJ Twinz & DJ Loki Hosted By DJ K-Oz #shoutout,Los Buitre Inc .,neutral,7,11
October 1st is the Release Date for Los Buitre Inc . MixTape Produced by DJ Twinz & DJ Loki Hosted By DJ K-Oz #shoutout,DJ Twinz,neutral,14,16
October 1st is the Release Date for Los Buitre Inc . MixTape Produced by DJ Twinz & DJ Loki Hosted By DJ K-Oz #shoutout,DJ Loki,neutral,17,19
October 1st is the Release Date for Los Buitre Inc . MixTape Produced by DJ Twinz & DJ Loki Hosted By DJ K-Oz #shoutout,DJ K-Oz,neutral,21,23
"@DimashkiehSarah ""Commercial"" #diet programs work better than standard nutritional care . http://t.co/PWQ8mf9d",@DimashkiehSarah,neutral,0,1
Asia now world's biggest air travel market : IATA - Yahoo ! Finance News http://ow.ly/12BzJ,IATA,neutral,8,9
Asia now world's biggest air travel market : IATA - Yahoo ! Finance News http://ow.ly/12BzJ,Yahoo,neutral,10,11
Hunters show support for Fish and Game official who killed cougar - Los Angeles Times http://t.co/MpC80FDM #golf,Fish and Game,neutral,4,7
Hunters show support for Fish and Game official who killed cougar - Los Angeles Times http://t.co/MpC80FDM #golf,Los Angeles Times,neutral,12,15
L'Oreal Brings Solar Power to Arkansa s; SKF Launches Gothia Cup Qualifiers ... : L'Oreal USA has installed solar ... http://t.co/uep3x5MC,L'Oreal,positive,0,1
L'Oreal Brings Solar Power to Arkansa s; SKF Launches Gothia Cup Qualifiers ... : L'Oreal USA has installed solar ... http://t.co/uep3x5MC,SKF,neutral,7,8
L'Oreal Brings Solar Power to Arkansa s; SKF Launches Gothia Cup Qualifiers ... : L'Oreal USA has installed solar ... http://t.co/uep3x5MC,L'Oreal,positive,14,15
sian champions league kena chelsea .. one season must play them how many times man ...,kena chelsea,neutral,3,5
Check out this new application that pays you for sharing videos on FaceBook . Easy way to extra money ! http://lx.im/1d1qL - ad,FaceBook,neutral,12,13
"Fan : Oppa , arsenal won the match against barcelona Minho : ofc i knew ! Fan : Next time barcelona will win the match ! Minho : No , Arsenal will !",Oppa,neutral,2,3
"Fan : Oppa , arsenal won the match against barcelona Minho : ofc i knew ! Fan : Next time barcelona will win the match ! Minho : No , Arsenal will !",arsenal,positive,4,5
"Fan : Oppa , arsenal won the match against barcelona Minho : ofc i knew ! Fan : Next time barcelona will win the match ! Minho : No , Arsenal will !",barcelona,neutral,9,10
"Fan : Oppa , arsenal won the match against barcelona Minho : ofc i knew ! Fan : Next time barcelona will win the match ! Minho : No , Arsenal will !",Minho,neutral,10,11
"Fan : Oppa , arsenal won the match against barcelona Minho : ofc i knew ! Fan : Next time barcelona will win the match ! Minho : No , Arsenal will !",barcelona,neutral,20,21
"Fan : Oppa , arsenal won the match against barcelona Minho : ofc i knew ! Fan : Next time barcelona will win the match ! Minho : No , Arsenal will !",Minho,neutral,26,27
"Fan : Oppa , arsenal won the match against barcelona Minho : ofc i knew ! Fan : Next time barcelona will win the match ! Minho : No , Arsenal will !",Arsenal,positive,30,31
"â?? Social networks aren â?? t about Web sites . They â?? re about experiences . â?? â?? Mike DiLorenzo , NHL social media marketing director",Mike DiLorenzo,neutral,18,20
Why the IVF Creator Won the Nobel Prize in Medicine http://t.co/mMhVyKL,Nobel,neutral,6,7
Earn money as a distributor yourself . My distributor code : 330000122137 and name IAN THESEE http://www.foreverliving.com,IAN THESEE,neutral,14,16
Kim Shin Young's Bowel Trouble Maker dae to the bak man !,Kim Shin Young's,neutral,0,3
Magento Commerce in U.K and India @ http://t.co/GrxIKPVp,Magento Commerce,neutral,0,2
"I stand with NY for Marriage Equality . If you live in New York and support marriage # equality , join me and @HRC today : http://t.co/X6OW9rr",NY for Marriage Equality,positive,3,7
Bobbi Kristina -- I'm Doing Oprah Because I TRUST Her http://t.co/V8qnRDBk,Bobbi Kristina,positive,0,2
Bobbi Kristina -- I'm Doing Oprah Because I TRUST Her http://t.co/V8qnRDBk,Oprah,positive,5,6
"China to Get Its Own 'Gossip Girl' Under Warner Deal : A 30-episode hour-long teen drama series , starring Yang Mi ... http://t.co/rDsiSGHn",Yang Mi,positive,19,21
I just added Twitter to my ICQ Feeds . Check out my page .,Twitter,neutral,3,4
@andrewsginsburg No we are just online now . We have brand called 3bar that we are going to bring to bars .,3bar,neutral,12,13
"Thank you for calling Fedex , have a great day . ;)",Fedex,positive,4,5
& # 9829 ; Pas De Cheval by Panic ! At the Disco # lastfm : http://bit.ly/9L2UIJ amazon : http://amzn.to/fIDLB,Panic ! At the Disco,neutral,8,13
& # 9829 ; Pas De Cheval by Panic ! At the Disco # lastfm : http://bit.ly/9L2UIJ amazon : http://amzn.to/fIDLB,amazon,neutral,17,18
"Advice is what we ask for when we already know the answer but wish we didn't . ~Erica Jong ,",~Erica Jong,neutral,17,19
"Congrats to @lands13 , winner of the RCMP Memorial Hockey Stick from @rcmpfoundation",RCMP,positive,7,8
Why pay retail price on Hummer HX 3 Auctioned for less money in eBay . Learn how . http://t.co/5ulAEWl1,Hummer,neutral,5,6
Why pay retail price on Hummer HX 3 Auctioned for less money in eBay . Learn how . http://t.co/5ulAEWl1,eBay,positive,13,14
New S League CEO is Lim Chin ( L ) assisted by Deputy CEO Johan Sebastien Gouttefangeas ( R ) . http://t.co/uuNUTuXV,New S League,neutral,0,3
New S League CEO is Lim Chin ( L ) assisted by Deputy CEO Johan Sebastien Gouttefangeas ( R ) . http://t.co/uuNUTuXV,Lim Chin,neutral,5,7
New S League CEO is Lim Chin ( L ) assisted by Deputy CEO Johan Sebastien Gouttefangeas ( R ) . http://t.co/uuNUTuXV,Johan Sebastien Gouttefangeas,neutral,14,17
"When GOD has a PLAN , the PLAN MUST BE CARRIED OUT",GOD,positive,1,2
I love Dropbox because I can share my files with my friends easily ! http://t.co/f4OnyQrA,Dropbox,positive,2,3
"Pfizer recalls expired lot of Prevnar vaccine : ( Reuters ) - Pfizer , the world's biggest drugmaker , ... http://t.co/kOe7O4sg #health #news",Pfizer,neutral,0,1
"Pfizer recalls expired lot of Prevnar vaccine : ( Reuters ) - Pfizer , the world's biggest drugmaker , ... http://t.co/kOe7O4sg #health #news",Reuters,neutral,9,10
"Afsar Bitiya 8th March 2012 Full Episode Online : Afsar Bitiya 8th March 2012 allows , Afsar Bitiya 8th March 2012 ... http://t.co/F8xoBkRE",Afsar Bitiya,neutral,0,2
"Afsar Bitiya 8th March 2012 Full Episode Online : Afsar Bitiya 8th March 2012 allows , Afsar Bitiya 8th March 2012 ... http://t.co/F8xoBkRE",Afsar Bitiya,neutral,9,11
"Afsar Bitiya 8th March 2012 Full Episode Online : Afsar Bitiya 8th March 2012 allows , Afsar Bitiya 8th March 2012 ... http://t.co/F8xoBkRE",Afsar Bitiya,neutral,16,18
Meeting Section @ KAU | Faculty Of Environmental Design http://t.co/Bl323yup,KAU,neutral,3,4
Meeting Section @ KAU | Faculty Of Environmental Design http://t.co/Bl323yup,Faculty Of Environmental Design,neutral,5,9
"Emily can't go up and down the stairs cuz of her foot , soo I have to go down for lunch :) I hate the dining room .",Emily,neutral,0,1
http://t.co/gCFmndV5 Barrack Obama died in a horrible airplane crash ! No survivors !,Barrack Obama,negative,1,3
GET FOR 100 FREE TWITTER FOLLOWERS http://tinyurl.com/37uwjer,TWITTER,neutral,4,5
"â?? Sometimes , the way around prejudice is education . â?? â?? Liza Mundy ,",Liza Mundy,neutral,12,14
"Jajaja "" @ engadget : NASA looks to send landers to Europa in 2020 , wants to break the ice http://t.co/TR9xK4TP""",NASA,neutral,5,6
I just ousted Aaron P . as the mayor of Malaya Corner on @foursquare ! http://t.co/GGXOR4Iz,Aaron P,negative,3,5
I posted a new photo to Facebook http://t.co/itTVgohZ,Facebook,neutral,6,7
@annashoutss cant beat my pint of B & J ! hahahaha s,B & J,positive,6,9
Racism : Mexicans are mislabeled as lazy in order to allow Walmart and other corporations to work them like dogs .,Walmart,negative,11,12
I liked a @YouTube video http://t.co/whIzvTVf LOU REED Walk on the wild side,LOU REED,positive,6,8
Become an artist at the animation academy dismarks disney social news ...,disney,neutral,8,9
Apple Subpoenaed By FTC in Google Antitrust Investigation [ REPORT ]: The U.S . Federal Trade Commission has sub ... http://t.co/nhpjfQUx,Apple,neutral,0,1
Apple Subpoenaed By FTC in Google Antitrust Investigation [ REPORT ]: The U.S . Federal Trade Commission has sub ... http://t.co/nhpjfQUx,FTC,neutral,3,4
Apple Subpoenaed By FTC in Google Antitrust Investigation [ REPORT ]: The U.S . Federal Trade Commission has sub ... http://t.co/nhpjfQUx,Google,neutral,5,6
Apple Subpoenaed By FTC in Google Antitrust Investigation [ REPORT ]: The U.S . Federal Trade Commission has sub ... http://t.co/nhpjfQUx,Federal Trade Commission,neutral,14,17
travel tours â?? Incredible Treats in Durban Travel Tours Outstanding Treats in Durban Travel Tours Article by Daryll Ward http://tiny.ly/WYR4,Durban Travel Tours,positive,6,9
travel tours â?? Incredible Treats in Durban Travel Tours Outstanding Treats in Durban Travel Tours Article by Daryll Ward http://tiny.ly/WYR4,Durban Travel Tours,positive,12,15
travel tours â?? Incredible Treats in Durban Travel Tours Outstanding Treats in Durban Travel Tours Article by Daryll Ward http://tiny.ly/WYR4,Daryll Ward,neutral,17,19
. WikiLeaks founder Julian Assange spends another night in solitary confinement http://bit.ly/hr3boJ natwest,WikiLeaks,negative,1,2
. WikiLeaks founder Julian Assange spends another night in solitary confinement http://bit.ly/hr3boJ natwest,Julian Assange,neutral,3,5
"want to BUY or SELL or ur home , ziprealty is a great way to rent or find someone to buy ur home today http://cli.gs/05UDjA",ziprealty,positive,9,10
"Courage to Commit , Sabr Wins The Race !! #constantcontact http://t.co/iOOlpKdQ",Sabr,positive,4,5
Google+ Pages Can Now Be Managed Through HootSuite and Other ... http://t.co/72qCb1ED,Google+,neutral,0,1
That is cool and great . ( YouTube http://youtu.be/pIIdAuyFLhk?a),YouTube,neutral,7,8
Do you like playing video games ? Final Fantasy for Nintendo DS Find it cheap in eBay . Click here . http://t.co/6q2gkvzC,eBay,positive,16,17
